Title,Authors,Year,Venue,Index,isSigmod,isVLDB,Authors_new,bucket,ToKeep
selectivity estimation in extensible databases - a neural network approach.,"m. seetha lakshmi, shaoyu zhou",1998,vldb,53e9a555b7602d9702e7d62c,False,True,"m lakshmi, s zhou","l, m, s, z",True
query processing techniques for multiversion access methods.,"jochen van den bercken, bernhard seeger",1996,vldb,53e9b27bb7602d9703d23bde,False,True,"j bercken, b seeger","b, j, s",True
database architecture optimized for the new bottleneck: memory access.,"peter a. boncz, stefan manegold, martin l. kersten",1999,vldb,53e9a1b6b7602d9702aacec2,False,True,"p boncz, m kersten, s manegold","b, k, m, p, s",True
the bea/xqrl streaming xquery processor.,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j. carey, arvind sundararajan, geetika agrawal",2003,vldb,53e9b30ab7602d9703dd0dc1,False,True,"g agrawal, m carey, d florescu, c hillery, d kossmann, p lucas, f riccardi, a sundararajan, t westmann","a, c, d, f, g, h, k, l, m, p, r, s, t, w",True
bellcore's adapt/x harness system for managing information on internet and intranets.,amit p. sheth,1996,vldb,53e9be43b7602d9704b01698,False,True,a sheth,"a, s",True
geo/environmental and medical data management in the rasdaman system.,"peter baumann, paula furtado, roland ritsch, norbert widmann",1997,vldb,53e9b337b7602d9703e07634,False,True,"p baumann, p furtado, r ritsch, n widmann","b, f, n, p, r, w",True
xquery optimization.,philippe michiels,2003,vldb phd workshop,53e997bab7602d9701fa0ae6,False,True,p michiels,"m, p",True
performance measurements of tertiary storage devices.,"theodore johnson, ethan l. miller",1998,vldb,53e99dfeb7602d97026c1f38,False,True,"t johnson, e miller","e, j, m, t",True
the complexity of fully materialized coalesced cubes.,"yannis sismanis, nick roussopoulos",2004,vldb,53e99fd6b7602d97028b5e0b,False,True,"n roussopoulos, y sismanis","n, r, s, y",True
agflow: agent-based cross-enterprise workflow management system.,"liangzhao zeng, boualem benatallah, phuong nguyen, anne h. h. ngu",2001,vldb,53e9a2e4b7602d9702bebb73,False,True,"b benatallah, a ngu, p nguyen, l zeng","a, b, l, n, p, z",True
xml schemas in oracle xml db.,"ravi murthy, sandeepan banerjee",2003,vldb,53e9bd18b7602d97049a1bc4,False,True,"s banerjee, r murthy","b, m, r, s",True
xiss/r: xml indexing and storage system using rdbms.,"philip j. harding, quanzhong li, bongki moon",2003,vldb,53e9ada5b7602d97037a57ed,False,True,"p harding, q li, b moon","b, h, l, m, p, q",True
"very large databases: how large, how different?",david vaskevitch,1995,vldb,53e9b061b7602d9703ac4f49,False,True,d vaskevitch,"d, v",True
production database systems: making them easy is hard work.,david campbell,2004,vldb,53e9b92ab7602d9704516f07,False,True,d campbell,"c, d",True
processing object-oriented queries with invertible late bound functions.,"staffan flodin, tore risch",1995,vldb,53e9b7a5b7602d970434d608,False,True,"s flodin, t risch","f, r, s, t",True
cacheportal ii: acceleration of very large scale data center-hosted database-driven web applications.,"wen-syan li, oliver po, wang-pin hsiung, k. selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",2003,vldb,53e9b403b7602d9703ef8825,False,True,"d agrawal, y akca, k candan, w hsiung, w li, o po, k taniguchi","a, c, d, h, k, l, o, p, t, w, y",True
analysis and design of approximate queries over xml documents using statistical techniques.,stefania marrara,2003,vldb phd workshop,53e99a57b7602d97022bf9fc,False,True,s marrara,"m, s",True
inference and prediction of uncertain events in active systems: a language and execution model.,segev wasserkrug,2003,vldb phd workshop,53e99b56b7602d97023fb3b5,False,True,s wasserkrug,"s, w",True
fast high-dimensional data search in incomplete databases.,"beng chin ooi, cheng hian goh, kian-lee tan",1998,vldb,53e9a93fb7602d9703294bfc,False,True,"c goh, b ooi, k tan","b, c, g, k, o, t",True
benchmarking spatial join operations with spatial output.,"erik g. hoel, hanan samet",1995,vldb,53e9b496b7602d9703fa134d,False,True,"e hoel, h samet","e, h, s",True
mars: a system for publishing xml from mixed and redundant storage.,"alin deutsch, val tannen",2003,vldb,53e9a825b7602d970316fa4c,False,True,"a deutsch, v tannen","a, d, t, v",True
plan-per-tuple optimization solution - parallel execution of expensive user-defined functions.,"felipe cariño, william o'connell",1998,vldb,53e99c6eb7602d97025202f3,False,True,"f cariño, w o'connell","c, f, o, w",True
wise-integrator: an automatic integrator of web search interfaces for e-commerce.,"hai he, weiyi meng, clement t. yu, zonghuan wu",2003,vldb,53e9a689b7602d9702fbae9b,False,True,"h he, w meng, z wu, c yu","c, h, m, w, y, z",True
retrieval of composite multimedia objects.,"surajit chaudhuri, shahram ghandeharizadeh, cyrus shahabi",1995,vldb,53e9ad63b7602d970374b7f3,False,True,"s chaudhuri, s ghandeharizadeh, c shahabi","c, g, s",True
sensor data mining: similarity search and pattern analysis.,christos faloutsos,2002,vldb,53e9aa48b7602d97033b35e3,False,True,c faloutsos,"c, f",True
expiring data in a warehouse.,"hector garcia-molina, wilburt labio, jun yang 0001",1998,vldb,53e9abfeb7602d97035bfb03,False,True,"j 0001, h garcia-molina, w labio","0, g, h, j, l, w",True
operating system extensions for the teradata parallel vldb.,"john catozzi, sorana rabinovici",2001,vldb,53e9a4e5b7602d9702e08bf6,False,True,"j catozzi, s rabinovici","c, j, r, s",True
public: a decision tree classifier that integrates building and pruning.,"rajeev rastogi, kyuseok shim",1998,vldb,53e9aad9b7602d970345a1da,False,True,"r rastogi, k shim","k, r, s",True
cords: automatic generation of correlation statistics in db2.,"ihab f. ilyas, volker markl, peter j. haas, paul g. brown, ashraf aboulnaga",2004,vldb,53e9b062b7602d9703acad8f,False,True,"a aboulnaga, p brown, p haas, i ilyas, v markl","a, b, h, i, m, p, v",True
gembase: a geometric mediator for brain analysis with surface ensembles.,"simone santini, amarnath gupta",2002,vldb,53e9ba8ab7602d97046b10c1,False,True,"a gupta, s santini","a, g, s",True
information integration: the momis project demonstration.,"domenico beneventano, sonia bergamaschi, silvana castano, alberto corni, r. guidetti, g. malvezzi, michele melchiori, maurizio vincini",2000,vldb,53e9bc6eb7602d97048e8877,False,True,"d beneventano, s bergamaschi, s castano, a corni, r guidetti, g malvezzi, m melchiori, m vincini","a, b, c, d, g, m, r, s, v",True
"data morphing: an adaptive, cache-conscious storage technique.","richard a. hankins, jignesh m. patel",2003,vldb,53e9a178b7602d9702a6b83c,False,True,"r hankins, j patel","h, j, p, r",True
integrating reliable memory in databases.,"wee teck ng, peter m. chen",1997,vldb,53e9a94cb7602d970329f351,False,True,"p chen, w ng","c, n, p, w",True
controlling access to published data using cryptography.,"gerome miklau, dan suciu",2003,vldb,53e9b9e7b7602d97045e1a7d,False,True,"g miklau, d suciu","d, g, m, s",True
improving adaptable similarity query processing by using approximations.,"mihael ankerst, bernhard braunmüller, hans-peter kriegel, thomas seidl",1998,vldb,53e9b321b7602d9703dede5b,False,True,"m ankerst, b braunmüller, h kriegel, t seidl","a, b, h, k, m, s, t",True
primitives for workload summarization and implications for sql.,"surajit chaudhuri, prasanna ganesan, vivek r. narasayya",2003,vldb,53e9acf0b7602d97036cea0f,False,True,"s chaudhuri, p ganesan, v narasayya","c, g, n, p, s, v",True
multi-dimensional substring selectivity estimation.,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",1999,vldb,53e9af39b7602d9703974bd8,False,True,"h jagadish, o kapitskaia, r ng, d srivastava","d, h, j, k, n, o, r, s",True
building hierarchical classifiers using class proximity.,"ke wang, senqiang zhou, shiang chen liew",1999,vldb,53e9b2b1b7602d9703d590d1,False,True,"s liew, k wang, s zhou","k, l, s, w, z",True
hierarchical prefix cubes for range-sum queries.,"chee yong chan, yannis e. ioannidis",1999,vldb,53e9b549b7602d970408058f,False,True,"c chan, y ioannidis","c, i, y",True
accessing a relational database through an object-oriented database interface.,"jack a. orenstein, d. n. kamber",1995,vldb,53e9b42fb7602d9703f268fa,False,True,"d kamber, j orenstein","d, j, k, o",True
smooth - a distributed multimedia database system.,"harald kosch, lászló böszörményi, alexander bachlechner, christian hanin, christian hofbauer, margit lang, carmen riedler, roland tusch",2001,vldb,53e9a051b7602d9702936b27,False,True,"a bachlechner, l böszörményi, c hanin, c hofbauer, h kosch, m lang, c riedler, r tusch","a, b, c, h, k, l, m, r, t",True
p*time: highly scalable oltp dbms for managing update-intensive stream workload.,"sang kyun cha, changbin song",2004,vldb,53e9ba59b7602d97046755a4,False,True,"s cha, c song","c, s",True
ghost: fine granularity buffering of indexes.,"cheng hian goh, beng chin ooi, d. sim, kian-lee tan",1999,vldb,53e9bbadb7602d97047f5a75,False,True,"c goh, b ooi, d sim, k tan","b, c, d, g, k, o, s, t",True
datablitz: a high performance main-memory storage manager.,"jerry baulier, philip bohannon, s. gogate, s. joshi, c. gupta, a. khivesera, henry f. korth, peter mcilroy, j. miller, p. p. s. narayan, m. nemeth, rajeev rastogi, abraham silberschatz, s. sudarshan 0001",1998,vldb,53e9b4a1b7602d9703fabebc,False,True,"s 0001, j baulier, p bohannon, s gogate, c gupta, s joshi, a khivesera, h korth, p mcilroy, j miller, p narayan, m nemeth, r rastogi, a silberschatz","0, a, b, c, g, h, j, k, m, n, p, r, s",True
privacy-preserving indexing of documents on the network.,"mayank bawa, roberto j. bayardo jr., rakesh agrawal",2003,vldb,53e9a3cdb7602d9702ce25d9,False,True,"r agrawal, m bawa, r jr.","a, b, j, m, r",True
query optimization for xml.,"jason mchugh, jennifer widom",1999,vldb,53e99afdb7602d970238ac7a,False,True,"j mchugh, j widom","j, m, w",True
relational databases for querying xml documents: limitations and opportunities.,"jayavel shanmugasundaram, kristin tufte, chun zhang, gang he, david j. dewitt, jeffrey f. naughton",1999,vldb,53e9b137b7602d9703bbcc97,False,True,"d dewitt, g he, j naughton, j shanmugasundaram, k tufte, c zhang","c, d, g, h, j, k, n, s, t, z",True
"don't be lazy, be consistent: postgres-r, a new way to implement database replication.","bettina kemme, gustavo alonso",2000,vldb,53e9bbfbb7602d970485a317,False,True,"g alonso, b kemme","a, b, g, k",True
fast and accurate text classification via multiple linear discriminant projections.,"soumen chakrabarti, shourya roy, mahesh v. soundalgekar",2002,vldb,53e9acfdb7602d97036dacd3,False,True,"s chakrabarti, s roy, m soundalgekar","c, m, r, s",True
a case-based approach to information integration.,"maurizio panti, luca spalazzi, alberto giretti",2000,vldb,53e9b917b7602d97044fbcd6,False,True,"a giretti, m panti, l spalazzi","a, g, l, m, p, s",True
serviceglobe: distributing e-services across the internet.,"markus keidl, stefan seltzsam, konrad stocker, alfons kemper",2002,vldb,53e998bfb7602d97020f5b39,False,True,"m keidl, a kemper, s seltzsam, k stocker","a, k, m, s",True
issues in network management in the next millennium.,"michael l. brodie, surajit chaudhuri",1999,vldb,53e9b8ccb7602d97044ac4e8,False,True,"m brodie, s chaudhuri","b, c, m, s",True
web services (industrial session).,felipe cabrera,2003,vldb,53e99acab7602d970234c84c,False,True,f cabrera,"c, f",True
potter's wheel: an interactive data cleaning system.,"vijayshankar raman, joseph m. hellerstein",2001,vldb,53e9b532b7602d970406bcaa,False,True,"j hellerstein, v raman","h, j, r, v",True
processing sliding window multi-joins in continuous queries over data streams.,"lukasz golab, m. tamer özsu",2003,vldb,53e9a178b7602d9702a6c09d,False,True,"l golab, m özsu","g, l, m, ö",True
combined locking approach for scheduling hard real-time transactions in real-time databases.,qiang wang,2003,vldb phd workshop,53e9afc0b7602d9703a0f634,False,True,q wang,"q, w",True
m-tree: an efficient access method for similarity search in metric spaces.,"paolo ciaccia, marco patella, pavel zezula",1997,vldb,53e9b1a9b7602d9703c33e40,False,True,"p ciaccia, m patella, p zezula","c, m, p, z",True
obtaining complete answers from incomplete databases.,alon y. levy,1996,vldb,53e9b326b7602d9703df7c74,False,True,a levy,"a, l",True
best papers of vldb 2003.,"johann christoph freytag, serge abiteboul, michael j. carey",2004,vldb j.,53e9aaa3b7602d970341c212,False,True,"s abiteboul, m carey, j freytag","a, c, f, j, m, s",True
hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences.,"carlo combi, giuseppe pozzi",2001,vldb j.,53e99beab7602d9702493ce9,False,True,"c combi, g pozzi","c, g, p",True
a performance study of four index structures for set-valued attributes of low cardinality.,"sven helmer, guido moerkotte",2003,vldb j.,53e9b7e8b7602d970439810b,False,True,"s helmer, g moerkotte","g, h, m, s",True
spatial and temporal content-based access to hypervideo databases.,"haitao jiang, ahmed k. elmagarmid",1998,vldb j.,53e9a31fb7602d9702c2ca9a,False,True,"a elmagarmid, h jiang","a, e, h, j",True
supporting top-k join queries in relational databases.,"ihab f. ilyas, walid g. aref, ahmed k. elmagarmid",2004,vldb j.,53e9afcdb7602d9703a21cb7,False,True,"w aref, a elmagarmid, i ilyas","a, e, i, w",True
checking the temporal integrity of interactive multimedia documents.,"isabelle mirbel, barbara pernici, timos k. sellis, s. tserkezoglou, michalis vazirgiannis",2000,vldb j.,53e9b3a3b7602d9703e85df6,False,True,"i mirbel, b pernici, t sellis, s tserkezoglou, m vazirgiannis","b, i, m, p, s, t, v",True
a graph-theoretic model for optimizing queries involving methods.,"chiang lee, chi-sheng shih, yaw-huei chen",2001,vldb j.,53e9bd46b7602d97049d67ae,False,True,"y chen, c lee, c shih","c, l, s, y",True
an xml query engine for network-bound data.,"zachary g. ives, alon y. halevy, daniel s. weld",2002,vldb j.,53e9abf7b7602d97035b8ed4,False,True,"a halevy, z ives, d weld","a, d, h, i, w, z",True
deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis.,"natalija krivokapic, alfons kemper, ehud gudes",1999,vldb j.,53e9aa15b7602d97033803bf,False,True,"e gudes, a kemper, n krivokapic","a, e, g, k, n",True
parallelising oodbms traversals: a performance evaluation,"david j. dewitt, jeffrey f. naughton, john c. shafer, shivakumar venkataraman",1996,vldb j.,53e99f20b7602d97027ee76f,False,True,"d dewitt, j naughton, j shafer, s venkataraman","d, j, n, s, v",True
progressive evaluation of nested aggregate queries.,"kian-lee tan, cheng hian goh, beng chin ooi",2000,vldb j.,53e9a45cb7602d9702d7891f,False,True,"c goh, b ooi, k tan","b, c, g, k, o, t",True
introduction (special issue on multimedia databases).,"m. tamer özsu, stavros christodoulakis",1998,vldb j.,53e9b8aeb7602d970448a661,False,True,"s christodoulakis, m özsu","c, m, s, ö",True
mil primitives for querying a fragmented world.,"peter a. boncz, martin l. kersten",1999,vldb j.,53e9b3e8b7602d9703ed46c1,False,True,"p boncz, m kersten","b, k, m, p",True
an asymptotically optimal multiversion b-tree.,"bruno becker, stephan gschwind, thomas ohler, bernhard seeger, peter widmayer",1996,vldb j.,53e9a297b7602d9702b9cf03,False,True,"b becker, s gschwind, t ohler, b seeger, p widmayer","b, g, o, p, s, t, w",True
xml-enabled workflow management for e-services across heterogeneous platforms.,"german shegalov, michael gillmann, gerhard weikum",2001,vldb j.,53e9aa09b7602d970337634a,False,True,"m gillmann, g shegalov, g weikum","g, m, s, w",True
business-to-business interactions: issues and enabling technologies.,"brahim medjahed, boualem benatallah, athman bouguettaya, anne h. h. ngu, ahmed k. elmagarmid",2003,vldb j.,53e9be3cb7602d9704afa2b1,False,True,"b benatallah, a bouguettaya, a elmagarmid, b medjahed, a ngu","a, b, e, m, n",True
